County;City;Male population;Female population;All population
PES;Áporka;593;580;1173
PES;Bénye;580;630;1210
PES;Bernecebaráti;404;500;904
PES;Budajenő;921;923;1844
PES;Ceglédbercel;2063;2354;4417
PES;Csemő;2224;2182;4406
PES;Csévharaszt;1005;990;1995
PES;Csobánka;1609;1583;3192
PES;Csomád;737;730;1467
PES;Csörög;1020;1014;2034
PES;Csővár;307;336;643
PES;Dánszentmiklós;1515;1538;3053
PES;Dány;2141;2279;4420
PES;Délegyháza;1671;1695;3366
PES;Diósd;4269;4561;8830
PES;Domony;1076;1103;2179
PES;Dunabogdány;1561;1647;3208
PES;Ecser;1751;1960;3711
PES;Erdőkertes;3815;3875;7690
PES;Farmos;1818;1875;3693
PES;Felsőpakony;1654;1714;3368
PES;Galgagyörk;495;559;1054
PES;Galgahévíz;1260;1322;2582
PES;Galgamácsa;921;1011;1932
PES;Gomba;1470;1522;2992
PES;Herceghalom;1010;1006;2016
PES;Hernád;2088;2140;4228
PES;Hévízgyörk;1488;1634;3122
PES;Iklad;1048;1089;2137
PES;Inárcs;2243;2327;4570
PES;Ipolydamásd;200;187;387
PES;Ipolytölgyes;170;158;328
PES;Jászkarajenő;1363;1450;2813
PES;Kakucs;1338;1443;2781
PES;Káva;325;338;663
PES;Kemence;487;562;1049
PES;Kismaros;1006;1058;2064
PES;Kisnémedi;363;370;733
PES;Kisoroszi;491;474;965
PES;Kocsér;893;968;1861
PES;Kóka;2199;2311;4510
PES;Kosd;1162;1288;2450
PES;Kóspallag;357;370;727
PES;Kőröstetétlen;439;439;878
PES;Letkés;566;587;1153
PES;Lórév;160;151;311
PES;Majosháza;772;755;1527
PES;Makád;623;635;1258
PES;Márianosztra;428;443;871
PES;Mende;2049;2180;4229
PES;Mikebuda;375;383;758
PES;Monorierdő;2139;2208;4347
PES;Nagybörzsöny;384;406;790
PES;Nagytarcsa;1821;1856;3677
PES;Nyáregyháza;1883;1945;3828
PES;Nyársapát;1002;989;1991
PES;Pánd;991;1046;2037
PES;Páty;3413;3510;6923
PES;Penc;729;749;1478
PES;Perbál;1037;1077;2114
PES;Perőcsény;167;182;349
PES;Péteri;1097;1137;2234
PES;Pilisborosjenő;1739;1768;3507
PES;Pilisjászfalu;792;801;1593
PES;Pilisszántó;1231;1218;2449
PES;Pilisszentiván;2143;2274;4417
PES;Pilisszentkereszt;1102;1140;2242
PES;Pilisszentlászló;558;588;1146
PES;Pócsmegyer;989;977;1966
PES;Pusztavacs;701;697;1398
PES;Pusztazámor;610;582;1192
PES;Püspökhatvan;722;770;1492
PES;Püspökszilágy;379;383;762
PES;Rád;928;936;1864
PES;Remeteszőlős;333;375;708
PES;Sóskút;1534;1601;3135
PES;Szada;2182;2327;4509
PES;Szentlőrinckáta;951;1013;1964
PES;Szentmártonkáta;2528;2537;5065
PES;Szigetbecse;704;720;1424
PES;Szigetcsép;1127;1247;2374
PES;Szigetmonostor;1208;1187;2395
PES;Szigetszentmárton;1064;1179;2243
PES;Szigetújfalu;1080;1091;2171
PES;Szokolya;886;874;1760
PES;Sződ;1786;1809;3595
PES;Sződliget;2202;2300;4502
PES;Táborfalva;1724;1756;3480
PES;Tahitótfalu;2751;2830;5581
PES;Tápióbicske;1810;1831;3641
PES;Tápiógyörgye;1800;1918;3718
PES;Tápióság;1312;1440;2752
PES;Tápiószőlős;1509;1610;3119
PES;Tatárszentgyörgy;974;989;1963
PES;Telki;1784;1750;3534
PES;Tésa;47;46;93
PES;Tinnye;812;810;1622
PES;Tóalmás;1679;1751;3430
PES;Tök;706;723;1429
PES;Törtel;2114;2229;4343
PES;Újhartyán;1278;1462;2740
PES;Újlengyel;843;916;1759
PES;Újszilvás;1390;1408;2798
PES;Úri;1234;1393;2627
PES;Üröm;3468;3658;7126
PES;Vácduka;660;673;1333
PES;Vácegres;438;451;889
PES;Váchartyán;893;942;1835
PES;Váckisújfalu;245;234;479
PES;Vácrátót;884;933;1817
PES;Vácszentlászló;1011;1092;2103
PES;Vámosmikola;795;805;1600
PES;Vasad;932;951;1883
PES;Verőce;1784;1795;3579
PES;Verseg;667;733;1400
PES;Zebegény;634;636;1270
PES;Zsámbok;1208;1279;2487
SOM;Kaposvár;30813;35824;66637
SOM;Balatonboglár;2893;3262;6155
SOM;Balatonföldvár;1144;1216;2360
SOM;Balatonlelle;2472;2670;5142
SOM;Barcs;5571;6083;11654
SOM;Csurgó;2632;2819;5451
SOM;Fonyód;2495;2763;5258
SOM;Igal;630;693;1323
SOM;Kadarkút;1319;1330;2649
SOM;Lengyeltóti;1598;1692;3290
SOM;Marcali;5661;6289;11950
SOM;Nagyatád;5311;6164;11475
SOM;Nagybajom;1646;1690;3336
SOM;Siófok;11604;13312;24916
SOM;Tab;2299;2385;4684
SOM;Zamárdi;1323;1398;2721
SOM;Balatonszárszó;1058;1102;2160
SOM;Berzence;1207;1420;2627
SOM;Ádánd;1099;1118;2217
SOM;Alsóbogát;143;145;288
SOM;Andocs;552;574;1126
SOM;Babócsa;813;846;1659
SOM;Bábonymegyer;425;446;871
SOM;Bakháza;105;99;204
SOM;Balatonberény;584;611;1195
SOM;Balatonendréd;675;720;1395
SOM;Balatonfenyves;1102;1134;2236
SOM;Balatonkeresztúr;807;895;1702
SOM;Balatonmáriafürdő;363;386;749
SOM;Balatonőszöd;266;294;560
SOM;Balatonszabadi;1489;1537;3026
SOM;Balatonszemes;918;1007;1925
SOM;Balatonszentgyörgy;820;854;1674
SOM;Balatonújlak;232;283;515
SOM;Bálványos;275;285;560
SOM;Bárdudvarnok;604;602;1206
SOM;Baté;408;429;837
SOM;Bedegkér;252;229;481
SOM;Bélavár;189;211;400
SOM;Beleg;328;327;655
SOM;Bodrog;217;224;441
SOM;Bolhás;225;233;458
SOM;Bolhó;369;422;791
SOM;Bonnya;145;137;282
SOM;Böhönye;1194;1209;2403
SOM;Bőszénfa;263;266;529
SOM;Buzsák;703;828;1531
SOM;Büssü;201;210;411
SOM;Csákány;137;163;300
SOM;Cserénfa;121;113;234
SOM;Csokonyavisonta;744;825;1569
SOM;Csoma;231;244;475
SOM;Csombárd;147;143;290
SOM;Csököly;531;610;1141
SOM;Csömend;153;179;332
SOM;Csurgónagymarton;79;94;173
SOM;Darány;476;522;998
SOM;Drávagárdony;75;78;153
SOM;Drávatamási;221;190;411
SOM;Ecseny;114;127;241
SOM;Edde;113;99;212
SOM;Felsőmocsolád;232;230;462
SOM;Fiad;93;84;177
SOM;Fonó;148;152;300
SOM;Főnyed;46;42;88
SOM;Gadács;63;52;115
SOM;Gadány;174;205;379
SOM;Gálosfa;164;156;320
SOM;Gamás;383;432;815
SOM;Gige;190;206;396
SOM;Gölle;483;531;1014
SOM;Görgeteg;581;607;1188
SOM;Gyékényes;510;517;1027
SOM;Gyugy;145;151;296
SOM;Hács;220;201;421
SOM;Hajmás;129;118;247
SOM;Háromfa;382;418;800
SOM;Hedrehely;230;238;468
SOM;Hencse;168;187;355
SOM;Heresznye;147;151;298
SOM;Hetes;575;590;1165
SOM;Hollád;131;142;273
SOM;Homokszentgyörgy;560;609;1169
SOM;Hosszúvíz;33;20;53
SOM;Iharos;260;271;531
SOM;Iharosberény;665;691;1356
SOM;Inke;609;649;1258
SOM;Istvándi;303;360;663
SOM;Jákó;330;340;670
SOM;Juta;601;640;1241
SOM;Kálmáncsa;307;334;641
SOM;Kánya;223;244;467
SOM;Kapoly;326;355;681
SOM;Kaposfő;845;852;1697
SOM;Kaposgyarmat;54;55;109
SOM;Kaposhomok;253;252;505
SOM;Kaposkeresztúr;163;188;351
SOM;Kaposmérő;1202;1324;2526
SOM;Kaposszerdahely;524;538;1062
SOM;Kaposújlak;354;373;727
SOM;Kára;32;35;67
SOM;Karád;805;845;1650
SOM;Kastélyosdombó;115;118;233
SOM;Kaszó;68;59;127
SOM;Kazsok;175;166;341
SOM;Kelevíz;192;165;357
SOM;Kercseliget;248;226;474
SOM;Kereki;275;294;569
SOM;Kéthely;1174;1236;2410
SOM;Kisasszond;97;87;184
SOM;Kisbajom;212;224;436
SOM;Kisbárapáti;224;231;455
SOM;Kisberény;93;93;186
SOM;Kisgyalán;107;106;213
SOM;Kiskorpád;436;464;900
SOM;Komlósd;83;101;184
SOM;Kőkút;327;280;607
SOM;Kőröshegy;719;736;1455
SOM;Kötcse;268;291;559
SOM;Kutas;758;766;1524
SOM;Lábod;1001;1047;2048
SOM;Lad;302;327;629
SOM;Lakócsa;304;302;606
SOM;Látrány;674;730;1404
SOM;Libickozma;34;28;62
SOM;Lulla;93;99;192
SOM;Magyaratád;439;440;879
SOM;Magyaregres;329;349;678
SOM;Mernye;730;772;1502
SOM;Mesztegnyő;653;713;1366
SOM;Mezőcsokonya;629;661;1290
SOM;Mike;346;348;694
SOM;Miklósi;114;128;242
SOM;Mosdós;475;545;1020
SOM;Nágocs;301;328;629
SOM;Nagyberény;687;728;1415
SOM;Nagyberki;691;779;1470
SOM;Nagycsepely;198;199;397
SOM;Nagykorpád;321;293;614
SOM;Nagyszakácsi;253;249;502
SOM;Nemesdéd;379;401;780
SOM;Nemeskisfalud;48;63;111
SOM;Nemesvid;413;384;797
SOM;Nikla;381;402;783
SOM;Nyim;149;163;312
SOM;Orci;268;307;575
SOM;Ordacsehi;395;428;823
SOM;Osztopán;400;420;820
SOM;Öreglak;777;841;1618
SOM;Őrtilos;285;267;552
SOM;Ötvöskónyi;469;456;925
SOM;Pálmajor;179;193;372
SOM;Pamuk;146;135;281
SOM;Patalom;163;190;353
SOM;Patca;26;30;56
SOM;Patosfa;121;144;265
SOM;Péterhida;79;82;161
SOM;Pogányszentpéter;250;267;517
SOM;Polány;123;147;270
SOM;Porrog;126;126;252
SOM;Porrogszentkirály;154;169;323
SOM;Porrogszentpál;41;55;96
SOM;Potony;115;119;234
SOM;Pusztakovácsi;436;455;891
SOM;Pusztaszemes;198;201;399
SOM;Ráksi;241;238;479
SOM;Rinyabesenyő;109;90;199
SOM;Rinyakovácsi;84;62;146
SOM;Rinyaszentkirály;205;212;417
SOM;Rinyaújlak;147;138;285
SOM;Rinyaújnép;32;29;61
SOM;Ságvár;916;1002;1918
SOM;Sántos;273;281;554
SOM;Sávoly;291;273;564
SOM;Segesd;1336;1326;2662
SOM;Sérsekszőlős;80;86;166
SOM;Simonfa;176;194;370
SOM;Siójut;312;311;623
SOM;Som;377;346;723
SOM;Somodor;215;229;444
SOM;Somogyacsa;101;114;215
SOM;Somogyaracs;123;103;226
SOM;Somogyaszaló;390;388;778
SOM;Somogybabod;266;277;543
SOM;Somogybükkösd;56;52;108
SOM;Somogycsicsó;85;93;178
SOM;Somogydöröcske;80;89;169
SOM;Somogyegres;115;112;227
SOM;Somogyfajsz;282;276;558
SOM;Somogygeszti;271;242;513
SOM;Somogyjád;766;861;1627
SOM;Somogymeggyes;274;258;532
SOM;Somogysámson;380;372;752
SOM;Somogysárd;649;672;1321
SOM;Somogysimonyi;48;51;99
SOM;Somogyszentpál;402;406;808
SOM;Somogyszil;381;397;778
SOM;Somogyszob;806;883;1689
SOM;Somogytúr;218;246;464
SOM;Somogyudvarhely;549;588;1137
SOM;Somogyvámos;409;434;843
SOM;Somogyvár;929;935;1864
SOM;Somogyzsitfa;268;308;576
SOM;Szabadi;161;162;323
SOM;Szabás;298;293;591
SOM;Szántód;298;332;630
SOM;Szegerdő;117;109;226
SOM;Szenna;362;373;735
SOM;Szenta;225;216;441
SOM;Szentbalázs;164;176;340
SOM;Szentborbás;70;75;145
SOM;Szentgáloskér;280;286;566
SOM;Szenyér;171;171;342
SOM;Szilvásszentmárton;101;108;209
SOM;Szólád;292;286;578
SOM;Szorosad;49;63;112
SOM;Szőkedencs;138;163;301
SOM;Szőlősgyörök;634;632;1266
SOM;Szulok;317;334;651
SOM;Tapsony;372;416;788
SOM;Tarany;602;651;1253
SOM;Táska;200;240;440
SOM;Taszár;983;1076;2059
SOM;Teleki;110;112;222
SOM;Tengőd;236;249;485
SOM;Tikos;68;65;133
SOM;Torvaj;153;139;292
SOM;Tótújfalu;113;130;243
SOM;Törökkoppány;203;238;441
SOM;Újvárfalva;163;149;312
SOM;Varászló;82;77;159
SOM;Várda;239;267;506
SOM;Vése;364;416;780
SOM;Visnye;130;123;253
SOM;Visz;106;108;214
SOM;Vízvár;297;309;606
SOM;Vörs;236;253;489
SOM;Zákány;568;614;1182
SOM;Zákányfalu;273;300;573
SOM;Zala;127;135;262
SOM;Zics;189;204;393
SOM;Zimány;291;322;613
SOM;Zselickisfalud;143;134;277
SOM;Zselickislak;159;169;328
SOM;Zselicszentpál;207;220;427
SZA;Nyíregyháza;55766;63328;119094
SZA;Baktalórántháza;1831;1989;3820
SZA;Balkány;3287;3317;6604
SZA;Csenger;2477;2686;5163
SZA;Demecser;2128;2302;4430
SZA;Dombrád;2081;2170;4251
SZA;Fehérgyarmat;3816;4202;8018
SZA;Ibrány;3432;3636;7068
SZA;Kemecse;2409;2542;4951
SZA;Kisvárda;8397;9283;17680
SZA;Mándok;2181;2325;4506
SZA;Máriapócs;1025;1153;2178
SZA;Mátészalka;8346;9187;17533
SZA;Nagyecsed;3331;3481;6812
SZA;Nagyhalász;2885;3007;5892
SZA;Nagykálló;4844;5224;10068
SZA;Nyírbátor;6163;6644;12807
SZA;Nyírlugos;1440;1502;2942
SZA;Nyírmada;2413;2573;4986
SZA;Nyírtelek;3516;3630;7146
SZA;Rakamaz;2342;2591;4933
SZA;Tiszalök;2704;2970;5674
SZA;Tiszavasvári;6666;6848;13514
SZA;Újfehértó;6531;6902;13433
SZA;Vaja;1842;1879;3721
SZA;Vásárosnamény;4262;4571;8833
SZA;Záhony;2099;2286;4385
SZA;Ajak;1912;2045;3957
SZA;Gávavencsellő;1785;1964;3749
SZA;Hodász;1737;1695;3432
SZA;Kállósemjén;1841;2037;3878
SZA;Kölcse;616;726;1342
SZA;Levelek;1468;1474;2942
SZA;Mérk;1073;1215;2288
SZA;Nyírbéltek;1495;1475;2970
SZA;Nyírbogát;1581;1636;3217
SZA;Ököritófülpös;907;984;1891
SZA;Porcsalma;1376;1381;2757
SZA;Tarpa;1074;1166;2240
SZA;Tiszabecs;538;606;1144
SZA;Tiszadob;1500;1484;2984
SZA;Tuzsér;1739;1745;3484
SZA;Tyukod;1000;1065;2065
SZA;Anarcs;1006;1014;2020
SZA;Apagy;1142;1179;2321
SZA;Aranyosapáti;1000;1070;2070
SZA;Balsa;412;420;832
SZA;Barabás;382;409;791
SZA;Bátorliget;336;344;680
SZA;Benk;217;237;454
SZA;Beregdaróc;421;416;837
SZA;Beregsurány;282;319;601
SZA;Berkesz;410;410;820
SZA;Besenyőd;357;369;726
SZA;Beszterec;570;569;1139
SZA;Biri;676;723;1399
SZA;Botpalád;322;324;646
SZA;Bököny;1670;1739;3409
SZA;Buj;1112;1230;2342
SZA;Cégénydányád;335;343;678
SZA;Csaholc;273;273;546
SZA;Csaroda;258;329;587
SZA;Császló;186;194;380
SZA;Csegöld;326;342;668
SZA;Csengersima;351;389;740
SZA;Csengerújfalu;403;429;832
SZA;Darnó;82;92;174
SZA;Döge;1071;1133;2204
SZA;Encsencs;1011;1014;2025
SZA;Eperjeske;598;646;1244
SZA;Érpatak;888;914;1802
SZA;Fábiánháza;942;919;1861
SZA;Fényeslitke;1171;1332;2503
SZA;Fülesd;234;248;482
SZA;Fülpösdaróc;152;199;351
SZA;Gacsály;460;472;932
SZA;Garbolc;70;81;151
SZA;Géberjén;257;284;541
SZA;Gégény;981;1031;2012
SZA;Gelénes;263;304;567
SZA;Gemzse;446;457;903
SZA;Geszteréd;886;973;1859
SZA;Gulács;478;451;929
SZA;Győröcske;64;75;139
SZA;Győrtelek;858;872;1730
SZA;Gyulaháza;1023;1063;2086
SZA;Gyügye;123;132;255
SZA;Gyüre;654;629;1283
SZA;Hermánszeg;143;134;277
SZA;Hetefejércse;134;167;301
SZA;Ilk;673;670;1343
SZA;Jánd;400;415;815
SZA;Jánkmajtis;854;908;1762
SZA;Jármi;642;674;1316
SZA;Jéke;358;401;759
SZA;Kálmánháza;966;1001;1967
SZA;Kántorjánosi;1041;1148;2189
SZA;Kék;983;1020;2003
SZA;Kékcse;788;828;1616
SZA;Kérsemjén;167;160;327
SZA;Kisar;518;541;1059
SZA;Kishódos;45;44;89
SZA;Kisléta;862;869;1731
SZA;Kisnamény;151;177;328
SZA;Kispalád;280;314;594
SZA;Kisszekeres;275;325;600
SZA;Kisvarsány;503;540;1043
SZA;Kocsord;1467;1523;2990
SZA;Komlódtótfalu;59;70;129
SZA;Komoró;674;728;1402
SZA;Kótaj;2243;2320;4563
SZA;Kömörő;275;288;563
SZA;Laskod;498;548;1046
SZA;Lónya;369;399;768
SZA;Lövőpetri;235;272;507
SZA;Magosliget;144;143;287
SZA;Magy;516;535;1051
SZA;Mánd;130;145;275
SZA;Márokpapi;205;240;445
SZA;Mátyus;151;150;301
SZA;Méhtelek;385;389;774
SZA;Mezőladány;540;549;1089
SZA;Milota;449;506;955
SZA;Nábrád;479;477;956
SZA;Nagyar;365;359;724
SZA;Nagycserkesz;947;926;1873
SZA;Nagydobos;1049;1133;2182
SZA;Nagyhódos;60;70;130
SZA;Nagyszekeres;288;286;574
SZA;Nagyvarsány;730;777;1507
SZA;Napkor;1859;1977;3836
SZA;Nemesborzova;41;53;94
SZA;Nyírbogdány;1475;1557;3032
SZA;Nyírcsaholy;1151;1171;2322
SZA;Nyírcsászári;619;652;1271
SZA;Nyírderzs;303;348;651
SZA;Nyírgelse;559;597;1156
SZA;Nyírgyulaj;995;1055;2050
SZA;Nyíribrony;547;586;1133
SZA;Nyírjákó;417;452;869
SZA;Nyírkarász;1150;1238;2388
SZA;Nyírkáta;953;964;1917
SZA;Nyírkércs;411;421;832
SZA;Nyírlövő;340;382;722
SZA;Nyírmeggyes;1317;1428;2745
SZA;Nyírmihálydi;1027;1067;2094
SZA;Nyírparasznya;484;516;1000
SZA;Nyírpazony;1702;1799;3501
SZA;Nyírpilis;427;435;862
SZA;Nyírtass;1064;1043;2107
SZA;Nyírtét;560;550;1110
SZA;Nyírtura;919;974;1893
SZA;Nyírvasvári;980;1026;2006
SZA;Ófehértó;1278;1353;2631
SZA;Olcsva;368;347;715
SZA;Olcsvaapáti;157;166;323
SZA;Ópályi;1517;1573;3090
SZA;Ömböly;236;229;465
SZA;Őr;740;760;1500
SZA;Panyola;289;333;622
SZA;Pap;960;1002;1962
SZA;Papos;421;452;873
SZA;Paszab;664;669;1333
SZA;Pátroha;1497;1583;3080
SZA;Pátyod;332;351;683
SZA;Penészlek;482;500;982
SZA;Penyige;379;422;801
SZA;Petneháza;953;921;1874
SZA;Piricse;953;955;1908
SZA;Pócspetri;837;918;1755
SZA;Pusztadobos;690;776;1466
SZA;Ramocsaháza;752;829;1581
SZA;Rápolt;80;78;158
SZA;Rétközberencs;559;588;1147
SZA;Rohod;618;660;1278
SZA;Rozsály;416;401;817
SZA;Sényő;738;716;1454
SZA;Sonkád;373;382;755
SZA;Szabolcs;179;203;382
SZA;Szabolcsbáka;609;660;1269
SZA;Szabolcsveresmart;824;802;1626
SZA;Szakoly;1507;1497;3004
SZA;Szamosangyalos;281;273;554
SZA;Szamosbecs;176;201;377
SZA;Szamoskér;231;215;446
SZA;Szamossályi;354;393;747
SZA;Szamosszeg;966;1039;2005
SZA;Szamostatárfalva;159;160;319
SZA;Szamosújlak;200;219;419
SZA;Szatmárcseke;759;779;1538
SZA;Székely;549;540;1089
SZA;Szorgalmatos;510;499;1009
SZA;Tákos;166;194;360
SZA;Terem;346;315;661
SZA;Tiborszállás;517;563;1080
SZA;Timár;709;715;1424
SZA;Tiszaadony;333;319;652
SZA;Tiszabercel;909;1008;1917
SZA;Tiszabezdéd;1011;1026;2037
SZA;Tiszacsécse;113;147;260
SZA;Tiszadada;1167;1200;2367
SZA;Tiszaeszlár;1326;1411;2737
SZA;Tiszakanyár;812;920;1732
SZA;Tiszakerecseny;480;489;969
SZA;Tiszakóród;390;417;807
SZA;Tiszamogyorós;367;366;733
SZA;Tiszanagyfalu;914;976;1890
SZA;Tiszarád;317;317;634
SZA;Tiszaszalka;432;512;944
SZA;Tiszaszentmárton;602;631;1233
SZA;Tiszatelek;746;730;1476
SZA;Tiszavid;267;275;542
SZA;Tisztaberek;345;344;689
SZA;Tivadar;115;105;220
SZA;Tornyospálca;1311;1364;2675
SZA;Tunyogmatolcs;1278;1286;2564
SZA;Túristvándi;372;361;733
SZA;Túrricse;335;344;679
SZA;Újdombrád;357;368;725
SZA;Újkenéz;552;531;1083
SZA;Ura;311;358;669
SZA;Uszka;196;217;413
SZA;Vállaj;468;537;1005
SZA;Vámosatya;291;296;587
SZA;Vámosoroszi;273;284;557
SZA;Vasmegyer;850;856;1706
SZA;Zajta;218;211;429
SZA;Zsarolyán;217;220;437
SZA;Zsurk;380;377;757
SZO;Szolnok;34985;39201;74186
SZO;Abádszalók;2203;2305;4508
SZO;Jászapáti;4410;4763;9173
SZO;Jászárokszállás;3890;4234;8124
SZO;Jászberény;13099;14218;27317
SZO;Jászfényszaru;2762;3057;5819
SZO;Jászkisér;2838;2885;5723
SZO;Karcag;10352;10970;21322
SZO;Kenderes;2409;2505;4914
SZO;Kisújszállás;5835;6073;11908
SZO;Kunhegyes;4037;4217;8254
SZO;Kunszentmárton;4288;4632;8920
SZO;Martfű;3279;3619;6898
SZO;Mezőtúr;8834;9281;18115
SZO;Rákóczifalva;2734;2809;5543
SZO;Tiszaföldvár;5680;5944;11624
SZO;Tiszafüred;5931;6216;12147
SZO;Törökszentmiklós;10675;11416;22091
SZO;Túrkeve;4642;4823;9465
SZO;Újszász;3199;3349;6548
SZO;Cibakháza;2240;2207;4447
SZO;Fegyvernek;3478;3585;7063
SZO;Jászladány;2903;2988;5891
SZO;Kunmadaras;2941;2913;5854
SZO;Öcsöd;1749;1845;3594
SZO;Alattyán;1003;1162;2165
SZO;Berekfürdő;582;633;1215
SZO;Besenyszög;1702;1774;3476
SZO;Csataszög;178;177;355
SZO;Csépa;890;962;1852
SZO;Cserkeszőlő;1103;1182;2285
SZO;Hunyadfalva;123;113;236
SZO;Jánoshida;1265;1376;2641
SZO;Jászágó;341;386;727
SZO;Jászalsószentgyörgy;1816;1894;3710
SZO;Jászboldogháza;836;871;1707
SZO;Jászdózsa;1030;1235;2265
SZO;Jászfelsőszentgyörgy;929;930;1859
SZO;Jászivány;202;205;407
SZO;Jászjákóhalma;1498;1554;3052
SZO;Jászszentandrás;1194;1320;2514
SZO;Jásztelek;812;819;1631
SZO;Kengyel;1837;1884;3721
SZO;Kétpó;380;345;725
SZO;Kőtelek;800;878;1678
SZO;Kuncsorba;335;343;678
SZO;Mesterszállás;376;404;780
SZO;Mezőhék;182;186;368
SZO;Nagyiván;577;637;1214
SZO;Nagykörű;838;867;1705
SZO;Nagyrév;354;358;712
SZO;Örményes;568;577;1145
SZO;Pusztamonostor;787;865;1652
SZO;Rákócziújfalu;1016;1055;2071
SZO;Szajol;2011;1966;3977
SZO;Szászberek;511;505;1016
SZO;Szelevény;552;570;1122
SZO;Tiszabő;1119;1007;2126
SZO;Tiszabura;1570;1505;3075
SZO;Tiszaderzs;609;646;1255
SZO;Tiszagyenda;531;545;1076
SZO;Tiszaigar;440;445;885
SZO;Tiszainoka;208;232;440
SZO;Tiszajenő;789;854;1643
SZO;Tiszakürt;735;778;1513
SZO;Tiszaörs;694;684;1378
SZO;Tiszapüspöki;1081;1124;2205
SZO;Tiszaroff;876;896;1772
SZO;Tiszasas;546;571;1117
SZO;Tiszasüly;808;804;1612
SZO;Tiszaszentimre;1113;1196;2309
SZO;Tiszaszőlős;807;800;1607
SZO;Tiszatenyő;905;898;1803
SZO;Tiszavárkony;797;789;1586
SZO;Tomajmonostora;402;363;765
SZO;Tószeg;2343;2293;4636
SZO;Vezseny;361;361;722
SZO;Zagyvarékas;1813;1921;3734
TOL;Szekszárd;16142;18434;34576
TOL;Bátaszék;3189;3578;6767
TOL;Bonyhád;6693;7254;13947
TOL;Dombóvár;9330;10469;19799
TOL;Dunaföldvár;4336;4647;8983
TOL;Gyönk;937;1051;1988
TOL;Nagymányok;1145;1252;2397
TOL;Paks;9535;10226;19761
TOL;Simontornya;2037;2222;4259
TOL;Tamási;4123;4483;8606
TOL;Tolna;5685;6192;11877
TOL;Decs;2040;2194;4234
TOL;Fadd;2198;2210;4408
TOL;Hőgyész;1420;1564;2984
TOL;Nagydorog;1375;1442;2817
TOL;Pincehely;1127;1242;2369
TOL;Alsónána;357;388;745
TOL;Alsónyék;405;397;802
TOL;Aparhant;548;545;1093
TOL;Attala;426;443;869
TOL;Báta;891;926;1817
TOL;Bátaapáti;229;200;429
TOL;Belecska;197;215;412
TOL;Bikács;225;227;452
TOL;Bogyiszló;1141;1169;2310
TOL;Bonyhádvarasd;232;232;464
TOL;Bölcske;1398;1447;2845
TOL;Cikó;477;484;961
TOL;Csibrák;161;186;347
TOL;Csikóstőttős;450;441;891
TOL;Dalmand;645;701;1346
TOL;Diósberény;178;191;369
TOL;Döbrököz;985;1062;2047
TOL;Dunaszentgyörgy;1305;1299;2604
TOL;Dúzs;142;134;276
TOL;Értény;426;364;790
TOL;Fácánkert;351;369;720
TOL;Felsőnána;331;335;666
TOL;Felsőnyék;565;593;1158
TOL;Fürged;369;374;743
TOL;Gerjen;637;645;1282
TOL;Grábóc;98;93;191
TOL;Györe;331;338;669
TOL;Györköny;491;520;1011
TOL;Gyulaj;520;486;1006
TOL;Harc;450;486;936
TOL;Iregszemcse;1375;1380;2755
TOL;Izmény;279;253;532
TOL;Jágónak;130;116;246
TOL;Kajdacs;650;658;1308
TOL;Kakasd;851;893;1744
TOL;Kalaznó;103;93;196
TOL;Kapospula;421;480;901
TOL;Kaposszekcső;747;795;1542
TOL;Keszőhidegkút;112;117;229
TOL;Kéty;358;359;717
TOL;Kisdorog;404;392;796
TOL;Kismányok;186;180;366
TOL;Kisszékely;169;182;351
TOL;Kistormás;181;176;357
TOL;Kisvejke;235;206;441
TOL;Kocsola;650;684;1334
TOL;Koppányszántó;178;189;367
TOL;Kölesd;758;779;1537
TOL;Kurd;657;626;1283
TOL;Lápafő;90;92;182
TOL;Lengyel;283;297;580
TOL;Madocsa;945;1026;1971
TOL;Magyarkeszi;622;690;1312
TOL;Medina;418;411;829
TOL;Miszla;167;154;321
TOL;Mórágy;414;399;813
TOL;Mőcsény;166;188;354
TOL;Mucsfa;214;202;416
TOL;Mucsi;255;235;490
TOL;Murga;45;30;75
TOL;Nagykónyi;567;611;1178
TOL;Nagyszékely;223;225;448
TOL;Nagyszokoly;446;450;896
TOL;Nagyvejke;86;83;169
TOL;Nak;294;304;598
TOL;Németkér;877;896;1773
TOL;Ozora;848;904;1752
TOL;Őcsény;1270;1268;2538
TOL;Pálfa;805;840;1645
TOL;Pári;317;365;682
TOL;Pörböly;286;289;575
TOL;Pusztahencse;526;538;1064
TOL;Regöly;579;632;1211
TOL;Sárpilis;338;355;693
TOL;Sárszentlőrinc;531;595;1126
TOL;Sióagárd;641;683;1324
TOL;Szakadát;124;153;277
TOL;Szakály;707;711;1418
TOL;Szakcs;457;499;956
TOL;Szálka;308;318;626
TOL;Szárazd;131;125;256
TOL;Szedres;1147;1198;2345
TOL;Tengelic;1174;1216;2390
TOL;Tevel;732;754;1486
TOL;Tolnanémedi;514;586;1100
TOL;Udvari;203;164;367
TOL;Újireg;155;163;318
TOL;Váralja;428;466;894
TOL;Várdomb;620;631;1251
TOL;Várong;89;79;168
TOL;Varsád;186;221;407
TOL;Závod;148;165;313
TOL;Zomba;1051;1154;2205
VAS;Szombathely;37178;41611;78789
VAS;Bük;1656;1698;3354
VAS;Celldömölk;5489;5997;11486
VAS;Csepreg;1566;1724;3290
VAS;Körmend;5684;6202;11886
